"cond" "item" "RT" "correct" "subj" "prime" "target"
"DE" "12" 549 TRUE 11 "D" "E"
"ED" "87" 589 TRUE 11 "E" "D"
"DD" "38" 615 TRUE 11 "D" "D"
"ED" "83" 473 TRUE 11 "E" "D"
"ED" "19" 516 TRUE 11 "E" "D"
"ED" "98" 622 TRUE 11 "E" "D"
"DE" "79" 608 TRUE 11 "D" "E"
"ED" "2" 487 TRUE 11 "E" "D"
"DE" "66" 654 TRUE 11 "D" "E"
"ED" "6" 554 TRUE 11 "E" "D"
"DE" "9" 485 TRUE 11 "D" "E"
"DE" "69" 747 TRUE 11 "D" "E"
"DD" "6" 502 TRUE 11 "D" "D"
"DE" "62" 544 TRUE 11 "D" "E"
"DD" "14" 429 TRUE 11 "D" "D"
"EE" "11" 457 TRUE 11 "E" "E"
"EE" "57" 553 TRUE 11 "E" "E"
"DD" "9" 492 TRUE 11 "D" "D"
"EE" "7" 436 TRUE 11 "E" "E"
"ED" "3" 1000 FALSE 12 "E" "D"
"DE" "67" 1000 FALSE 12 "D" "E"
"EE" "5" 958 TRUE 12 "E" "E"
"DD" "36" 979 TRUE 12 "D" "D"
"DE" "76" 1000 FALSE 12 "D" "E"
"DE" "6" 1000 FALSE 12 "D" "E"
"DD" "3" 521 TRUE 12 "D" "D"
"EE" "57" 788 FALSE 12 "E" "E"
"ED" "97" 652 FALSE 12 "E" "D"
"DE" "75" 805 TRUE 12 "D" "E"
"DE" "61" 835 TRUE 12 "D" "E"
"EE" "19" 1000 FALSE 12 "E" "E"
"EE" "46" 1000 FALSE 12 "E" "E"
"EE" "45" 1000 FALSE 12 "E" "E"
"DE" "63" 815 FALSE 12 "D" "E"
"DD" "24" 1000 FALSE 12 "D" "D"
"EE" "16" 608 TRUE 12 "E" "E"
"DD" "23" 1000 FALSE 12 "D" "D"
"DD" "16" 742 TRUE 12 "D" "D"
"DD" "14" 885 TRUE 12 "D" "D"
"DD" "37" 869 TRUE 12 "D" "D"
"ED" "1" 752 TRUE 12 "E" "D"
"DE" "68" 932 TRUE 12 "D" "E"
"DD" "33" 778 TRUE 12 "D" "D"
"DE" "65" 811 TRUE 12 "D" "E"
"EE" "52" 1000 FALSE 12 "E" "E"
"DD" "7" 591 TRUE 12 "D" "D"
"ED" "16" 523 TRUE 12 "E" "D"
"EE" "53" 948 TRUE 12 "E" "E"
"DE" "71" 1000 FALSE 12 "D" "E"
"ED" "14" 598 TRUE 12 "E" "D"
"DE" "5" 597 TRUE 12 "D" "E"
"DD" "17" 539 TRUE 12 "D" "D"
"ED" "93" 764 TRUE 12 "E" "D"
"DE" "3" 506 TRUE 12 "D" "E"
"DD" "18" 507 TRUE 12 "D" "D"
"DD" "31" 933 TRUE 12 "D" "D"
"ED" "87" 850 TRUE 12 "E" "D"
"ED" "15" 611 TRUE 12 "E" "D"
"DE" "20" 692 TRUE 12 "D" "E"
"DD" "35" 950 TRUE 12 "D" "D"
"DD" "32" 923 TRUE 12 "D" "D"
"DE" "64" 780 TRUE 12 "D" "E"
"ED" "90" 884 TRUE 12 "E" "D"
"DD" "4" 530 TRUE 12 "D" "D"
"EE" "8" 870 TRUE 12 "E" "E"
"ED" "5" 828 TRUE 12 "E" "D"
"DE" "11" 788 TRUE 12 "D" "E"
"EE" "17" 649 TRUE 12 "E" "E"
"ED" "7" 724 TRUE 12 "E" "D"
"DE" "4" 661 TRUE 12 "D" "E"
"EE" "15" 556 TRUE 12 "E" "E"
"DE" "69" 1000 FALSE 12 "D" "E"
"DE" "66" 1000 FALSE 12 "D" "E"
"DE" "18" 955 TRUE 12 "D" "E"
"EE" "14" 652 TRUE 12 "E" "E"
"ED" "98" 948 TRUE 12 "E" "D"
"DD" "25" 1000 FALSE 12 "D" "D"
"ED" "82" 920 TRUE 12 "E" "D"
"ED" "20" 657 TRUE 12 "E" "D"
"DE" "15" 724 TRUE 12 "D" "E"
"EE" "11" 685 TRUE 12 "E" "E"
"DE" "62" 1000 FALSE 12 "D" "E"
"DD" "15" 542 TRUE 12 "D" "D"
"DE" "9" 708 TRUE 12 "D" "E"
"ED" "81" 764 TRUE 12 "E" "D"
"ED" "86" 774 TRUE 12 "E" "D"
"ED" "84" 882 TRUE 12 "E" "D"
"DD" "22" 738 TRUE 12 "D" "D"
"ED" "11" 594 TRUE 12 "E" "D"
"DE" "79" 628 TRUE 12 "D" "E"
"ED" "10" 601 TRUE 12 "E" "D"
"EE" "55" 862 TRUE 12 "E" "E"
"DD" "21" 659 TRUE 12 "D" "D"
"ED" "17" 538 TRUE 12 "E" "D"
"DD" "2" 531 TRUE 12 "D" "D"
"ED" "94" 630 TRUE 12 "E" "D"
"ED" "99" 593 FALSE 12 "E" "D"
"EE" "12" 1000 FALSE 12 "E" "E"
"DD" "40" 898 TRUE 12 "D" "D"
"DE" "19" 911 TRUE 12 "D" "E"
"DD" "26" 854 TRUE 12 "D" "D"
"DE" "13" 721 TRUE 12 "D" "E"
"DE" "77" 966 TRUE 12 "D" "E"
"DE" "80" 979 TRUE 12 "D" "E"
"ED" "89" 955 TRUE 12 "E" "D"
"ED" "6" 729 TRUE 12 "E" "D"
"DE" "12" 613 TRUE 12 "D" "E"
"EE" "41" 924 FALSE 12 "E" "E"
"DD" "11" 596 TRUE 12 "D" "D"
"EE" "18" 548 TRUE 12 "E" "E"
"ED" "8" 549 TRUE 12 "E" "D"
"EE" "10" 538 TRUE 12 "E" "E"
"EE" "56" 602 FALSE 12 "E" "E"
"DD" "10" 531 TRUE 12 "D" "D"
"ED" "9" 468 TRUE 12 "E" "D"
"EE" "20" 491 TRUE 12 "E" "E"
"ED" "88" 667 TRUE 12 "E" "D"
"DE" "74" 731 TRUE 12 "D" "E"
"DE" "10" 602 TRUE 12 "D" "E"
"EE" "51" 949 TRUE 12 "E" "E"
"EE" "60" 834 TRUE 12 "E" "E"
"EE" "43" 858 FALSE 12 "E" "E"
"EE" "9" 500 TRUE 12 "E" "E"
"DD" "5" 532 TRUE 12 "D" "D"
"DE" "78" 974 TRUE 12 "D" "E"
"DE" "2" 803 TRUE 12 "D" "E"
"EE" "50" 941 TRUE 12 "E" "E"
"DD" "39" 931 TRUE 12 "D" "D"
"DD" "8" 650 TRUE 12 "D" "D"
"ED" "83" 699 TRUE 12 "E" "D"
"EE" "44" 972 TRUE 12 "E" "E"
"DE" "1" 712 TRUE 12 "D" "E"
"ED" "18" 706 TRUE 12 "E" "D"
"ED" "95" 781 TRUE 12 "E" "D"
"DD" "28" 747 TRUE 12 "D" "D"
"ED" "12" 555 TRUE 12 "E" "D"
"DD" "1" 570 TRUE 12 "D" "D"
"EE" "48" 987 TRUE 12 "E" "E"
"EE" "13" 579 TRUE 12 "E" "E"
"DD" "38" 1000 FALSE 12 "D" "D"
"DD" "27" 995 TRUE 12 "D" "D"
"DD" "29" 948 TRUE 12 "D" "D"
"DE" "8" 643 TRUE 12 "D" "E"
"DD" "9" 541 TRUE 12 "D" "D"
"DD" "30" 926 TRUE 12 "D" "D"
"ED" "19" 737 TRUE 12 "E" "D"
"DE" "14" 651 TRUE 12 "D" "E"
"EE" "1" 497 TRUE 12 "E" "E"
"EE" "7" 502 TRUE 12 "E" "E"
"EE" "42" 1000 FALSE 12 "E" "E"
"DE" "16" 554 TRUE 12 "D" "E"
"DD" "12" 451 TRUE 12 "D" "D"
"DE" "72" 660 TRUE 12 "D" "E"
"DE" "70" 761 TRUE 12 "D" "E"
"DD" "34" 763 TRUE 12 "D" "D"
"EE" "58" 691 TRUE 12 "E" "E"
"DE" "7" 404 TRUE 12 "D" "E"
"DE" "17" 579 TRUE 12 "D" "E"
"EE" "3" 476 TRUE 12 "E" "E"
"EE" "47" 597 TRUE 12 "E" "E"
"DD" "19" 473 TRUE 12 "D" "D"
"EE" "54" 723 TRUE 12 "E" "E"
"EE" "49" 973 TRUE 12 "E" "E"
"DD" "13" 450 TRUE 12 "D" "D"
"EE" "2" 572 TRUE 12 "E" "E"
"ED" "92" 694 TRUE 12 "E" "D"
"EE" "59" 849 TRUE 12 "E" "E"
"ED" "4" 465 TRUE 12 "E" "D"
"ED" "100" 742 TRUE 12 "E" "D"
"DE" "73" 708 TRUE 12 "D" "E"
"DD" "6" 425 TRUE 12 "D" "D"
"ED" "13" 420 TRUE 12 "E" "D"
"DD" "20" 515 TRUE 12 "D" "D"
"ED" "85" 1000 FALSE 12 "E" "D"
"ED" "91" 1000 FALSE 12 "E" "D"
"ED" "96" 811 TRUE 12 "E" "D"
"EE" "6" 571 TRUE 12 "E" "E"
"EE" "4" 493 TRUE 12 "E" "E"
"ED" "2" 676 TRUE 12 "E" "D"
"EE" "43" 795 FALSE 13 "E" "E"
"ED" "17" 658 TRUE 13 "E" "D"
"DD" "8" 501 TRUE 13 "D" "D"
"EE" "20" 396 TRUE 13 "E" "E"
"DD" "17" 405 TRUE 13 "D" "D"
"DE" "3" 554 TRUE 13 "D" "E"
"EE" "52" 605 FALSE 13 "E" "E"
"EE" "2" 660 TRUE 13 "E" "E"
"DD" "16" 548 TRUE 13 "D" "D"
"DE" "79" 710 TRUE 13 "D" "E"
"DE" "12" 547 TRUE 13 "D" "E"
"DE" "75" 839 TRUE 13 "D" "E"
"EE" "12" 586 TRUE 13 "E" "E"
"EE" "57" 1000 FALSE 13 "E" "E"
"DD" "35" 712 TRUE 13 "D" "D"
"DD" "39" 643 TRUE 13 "D" "D"
"ED" "100" 869 TRUE 13 "E" "D"
"DD" "28" 708 TRUE 13 "D" "D"
"DE" "15" 625 TRUE 13 "D" "E"
"EE" "5" 620 TRUE 13 "E" "E"
"DD" "36" 609 TRUE 13 "D" "D"
"ED" "98" 607 FALSE 13 "E" "D"
"ED" "12" 469 TRUE 13 "E" "D"
"ED" "18" 620 TRUE 13 "E" "D"
"ED" "91" 622 TRUE 13 "E" "D"
"DD" "31" 604 TRUE 13 "D" "D"
"DE" "16" 813 FALSE 13 "D" "E"
"EE" "10" 648 TRUE 13 "E" "E"
"EE" "6" 883 TRUE 13 "E" "E"
"ED" "3" 483 TRUE 13 "E" "D"
"DD" "32" 761 TRUE 13 "D" "D"
"DE" "66" 716 TRUE 13 "D" "E"
"ED" "16" 546 TRUE 13 "E" "D"
"DD" "23" 822 TRUE 13 "D" "D"
"EE" "17" 744 TRUE 13 "E" "E"
"DE" "11" 669 TRUE 13 "D" "E"
"ED" "14" 571 TRUE 13 "E" "D"
"EE" "41" 815 TRUE 13 "E" "E"
"EE" "4" 531 TRUE 13 "E" "E"
"DD" "13" 773 TRUE 13 "D" "D"
"ED" "9" 517 TRUE 13 "E" "D"
"DD" "10" 429 TRUE 13 "D" "D"
"DE" "65" 743 TRUE 13 "D" "E"
"ED" "89" 676 TRUE 13 "E" "D"
"DD" "1" 531 FALSE 13 "D" "D"
"DE" "64" 611 TRUE 13 "D" "E"
"DD" "38" 755 TRUE 13 "D" "D"
"EE" "60" 739 TRUE 13 "E" "E"
"EE" "42" 781 TRUE 13 "E" "E"
"EE" "13" 618 TRUE 13 "E" "E"
"DE" "20" 508 TRUE 13 "D" "E"
"DE" "76" 704 TRUE 13 "D" "E"
"ED" "6" 658 TRUE 13 "E" "D"
"EE" "14" 652 TRUE 13 "E" "E"
"EE" "47" 804 FALSE 13 "E" "E"
"DD" "33" 791 TRUE 13 "D" "D"
"DE" "18" 534 TRUE 13 "D" "E"
"EE" "3" 453 TRUE 13 "E" "E"
"DD" "24" 863 TRUE 13 "D" "D"
"ED" "7" 481 TRUE 13 "E" "D"
"ED" "87" 961 TRUE 13 "E" "D"
"DD" "26" 742 TRUE 13 "D" "D"
"DD" "15" 425 TRUE 13 "D" "D"
"DD" "14" 442 TRUE 13 "D" "D"
"ED" "4" 412 TRUE 13 "E" "D"
"DD" "29" 686 TRUE 13 "D" "D"
"DE" "67" 659 TRUE 13 "D" "E"
"EE" "53" 747 TRUE 13 "E" "E"
"ED" "15" 442 TRUE 13 "E" "D"
"EE" "8" 622 TRUE 13 "E" "E"
"EE" "51" 453 FALSE 13 "E" "E"
"ED" "88" 750 TRUE 13 "E" "D"
"DE" "78" 970 FALSE 13 "D" "E"
"EE" "50" 604 FALSE 13 "E" "E"
"DD" "6" 483 TRUE 13 "D" "D"
"DE" "7" 460 TRUE 13 "D" "E"
"EE" "45" 1000 FALSE 13 "E" "E"
"DE" "68" 1000 FALSE 13 "D" "E"
"ED" "5" 605 TRUE 13 "E" "D"
"DE" "2" 564 TRUE 13 "D" "E"
"DD" "27" 565 FALSE 13 "D" "D"
"DD" "18" 451 TRUE 13 "D" "D"
"DE" "63" 906 TRUE 13 "D" "E"
"DE" "72" 707 TRUE 13 "D" "E"
"DE" "14" 554 TRUE 13 "D" "E"
"DE" "8" 524 TRUE 13 "D" "E"
"ED" "81" 476 FALSE 13 "E" "D"
"ED" "83" 919 TRUE 13 "E" "D"
"EE" "18" 496 TRUE 13 "E" "E"
"DD" "4" 429 TRUE 13 "D" "D"
"DE" "13" 470 TRUE 13 "D" "E"
"EE" "44" 702 TRUE 13 "E" "E"
"ED" "90" 708 TRUE 13 "E" "D"
"ED" "8" 513 TRUE 13 "E" "D"
"DE" "9" 861 TRUE 13 "D" "E"
"DD" "25" 630 TRUE 13 "D" "D"
"ED" "85" 668 TRUE 13 "E" "D"
"DD" "21" 555 TRUE 13 "D" "D"
"ED" "13" 441 TRUE 13 "E" "D"
"DE" "70" 1000 FALSE 13 "D" "E"
"ED" "19" 715 FALSE 13 "E" "D"
"DE" "61" 603 TRUE 13 "D" "E"
"DD" "22" 708 TRUE 13 "D" "D"
"DE" "73" 634 TRUE 13 "D" "E"
"EE" "46" 717 TRUE 13 "E" "E"
"DD" "40" 619 TRUE 13 "D" "D"
"DE" "10" 481 TRUE 13 "D" "E"
"ED" "94" 559 TRUE 13 "E" "D"
"ED" "99" 1000 FALSE 13 "E" "D"
"ED" "86" 539 TRUE 13 "E" "D"
"DE" "71" 708 TRUE 13 "D" "E"
"ED" "20" 472 TRUE 13 "E" "D"
"DE" "19" 798 FALSE 13 "D" "E"
"ED" "93" 970 TRUE 13 "E" "D"
"EE" "58" 594 TRUE 13 "E" "E"
"DD" "7" 434 TRUE 13 "D" "D"
"DD" "3" 412 TRUE 13 "D" "D"
"DD" "12" 460 TRUE 13 "D" "D"
"EE" "55" 783 TRUE 13 "E" "E"
"ED" "92" 489 FALSE 13 "E" "D"
"EE" "48" 1000 FALSE 13 "E" "E"
"DE" "80" 660 TRUE 13 "D" "E"
"EE" "56" 504 FALSE 13 "E" "E"
"DD" "5" 510 TRUE 13 "D" "D"
"EE" "1" 521 TRUE 13 "E" "E"
"DD" "34" 710 TRUE 13 "D" "D"
"DD" "37" 628 TRUE 13 "D" "D"
"ED" "1" 511 TRUE 13 "E" "D"
"DE" "4" 444 TRUE 13 "D" "E"
"EE" "16" 1000 FALSE 13 "E" "E"
"DD" "19" 614 FALSE 13 "D" "D"
"EE" "59" 836 TRUE 13 "E" "E"
"DD" "2" 536 TRUE 13 "D" "D"
"DE" "69" 750 TRUE 13 "D" "E"
"ED" "11" 569 TRUE 13 "E" "D"
"DE" "62" 774 TRUE 13 "D" "E"
"ED" "2" 488 TRUE 13 "E" "D"
"DE" "5" 439 TRUE 13 "D" "E"
"EE" "11" 548 TRUE 13 "E" "E"
"ED" "97" 508 FALSE 13 "E" "D"
"DD" "30" 823 TRUE 13 "D" "D"
"EE" "9" 481 TRUE 13 "E" "E"
"DE" "6" 774 FALSE 13 "D" "E"
"DD" "11" 497 TRUE 13 "D" "D"
"ED" "10" 452 TRUE 13 "E" "D"
"DE" "1" 538 TRUE 13 "D" "E"
"ED" "82" 727 TRUE 13 "E" "D"
"DE" "17" 680 TRUE 13 "D" "E"
"DD" "20" 484 TRUE 13 "D" "D"
"DE" "74" 663 TRUE 13 "D" "E"
"ED" "95" 772 TRUE 13 "E" "D"
"EE" "15" 474 TRUE 13 "E" "E"
"EE" "19" 812 TRUE 13 "E" "E"
"EE" "49" 648 TRUE 13 "E" "E"
"DE" "77" 717 TRUE 13 "D" "E"
"EE" "7" 528 TRUE 13 "E" "E"
"ED" "96" 935 TRUE 13 "E" "D"
"ED" "84" 826 TRUE 13 "E" "D"
"DD" "9" 465 TRUE 13 "D" "D"
"EE" "54" 725 TRUE 13 "E" "E"
"ED" "92" 715 TRUE 14 "E" "D"
"DE" "10" 812 FALSE 14 "D" "E"
"DD" "33" 650 TRUE 14 "D" "D"
"DE" "6" 1000 FALSE 14 "D" "E"
"EE" "9" 914 FALSE 14 "E" "E"
"DD" "36" 828 TRUE 14 "D" "D"
"ED" "96" 780 TRUE 14 "E" "D"
"DE" "73" 820 TRUE 14 "D" "E"
"ED" "12" 542 TRUE 14 "E" "D"
"DE" "65" 826 TRUE 14 "D" "E"
"EE" "55" 1000 FALSE 14 "E" "E"
"ED" "100" 850 TRUE 14 "E" "D"
"EE" "44" 723 TRUE 14 "E" "E"
"DE" "64" 879 FALSE 14 "D" "E"
"DE" "19" 937 FALSE 14 "D" "E"
"DD" "13" 653 TRUE 14 "D" "D"
"DD" "38" 914 TRUE 14 "D" "D"
"DE" "15" 631 TRUE 14 "D" "E"
"DD" "22" 820 TRUE 14 "D" "D"
"DD" "25" 885 TRUE 14 "D" "D"
"EE" "8" 638 TRUE 14 "E" "E"
"DD" "17" 682 FALSE 14 "D" "D"
"DE" "5" 565 TRUE 14 "D" "E"
"DE" "69" 691 TRUE 14 "D" "E"
"ED" "81" 894 TRUE 14 "E" "D"
"DD" "5" 574 TRUE 14 "D" "D"
"DD" "34" 665 TRUE 14 "D" "D"
"DE" "14" 1000 FALSE 14 "D" "E"
"DD" "19" 669 TRUE 14 "D" "D"
"DD" "40" 690 TRUE 14 "D" "D"
"EE" "51" 989 FALSE 14 "E" "E"
"DE" "74" 931 TRUE 14 "D" "E"
"ED" "18" 766 TRUE 14 "E" "D"
"EE" "14" 603 TRUE 14 "E" "E"
"ED" "17" 571 TRUE 14 "E" "D"
"DE" "16" 685 TRUE 14 "D" "E"
"DE" "80" 786 TRUE 14 "D" "E"
"EE" "15" 567 TRUE 14 "E" "E"
"DE" "18" 564 TRUE 14 "D" "E"
"DD" "30" 634 TRUE 14 "D" "D"
"DE" "70" 700 TRUE 14 "D" "E"
"EE" "48" 939 TRUE 14 "E" "E"
"ED" "9" 597 TRUE 14 "E" "D"
"DD" "6" 654 TRUE 14 "D" "D"
"ED" "4" 572 TRUE 14 "E" "D"
"DD" "15" 501 TRUE 14 "D" "D"
"ED" "2" 572 TRUE 14 "E" "D"
"ED" "16" 516 TRUE 14 "E" "D"
"EE" "45" 947 TRUE 14 "E" "E"
"EE" "6" 718 TRUE 14 "E" "E"
"ED" "20" 579 TRUE 14 "E" "D"
"DD" "7" 644 TRUE 14 "D" "D"
"DD" "28" 765 TRUE 14 "D" "D"
"DE" "76" 1000 FALSE 14 "D" "E"
"DE" "13" 593 TRUE 14 "D" "E"
"EE" "42" 756 TRUE 14 "E" "E"
"EE" "60" 837 TRUE 14 "E" "E"
"DE" "61" 915 TRUE 14 "D" "E"
"EE" "47" 1000 FALSE 14 "E" "E"
"ED" "97" 837 TRUE 14 "E" "D"
"EE" "52" 795 TRUE 14 "E" "E"
"DE" "4" 542 TRUE 14 "D" "E"
"EE" "19" 739 FALSE 14 "E" "E"
"DE" "67" 730 TRUE 14 "D" "E"
"ED" "95" 642 TRUE 14 "E" "D"
"DE" "2" 711 TRUE 14 "D" "E"
"DE" "78" 794 TRUE 14 "D" "E"
"DE" "9" 839 TRUE 14 "D" "E"
"DD" "29" 706 TRUE 14 "D" "D"
"DD" "16" 477 TRUE 14 "D" "D"
"DD" "27" 635 TRUE 14 "D" "D"
"DE" "62" 652 TRUE 14 "D" "E"
"DD" "11" 550 TRUE 14 "D" "D"
"ED" "19" 573 TRUE 14 "E" "D"
"DE" "63" 587 TRUE 14 "D" "E"
"EE" "43" 886 FALSE 14 "E" "E"
"ED" "82" 586 TRUE 14 "E" "D"
"ED" "86" 725 TRUE 14 "E" "D"
"EE" "16" 613 TRUE 14 "E" "E"
"DD" "14" 628 TRUE 14 "D" "D"
"EE" "18" 556 TRUE 14 "E" "E"
"EE" "5" 590 TRUE 14 "E" "E"
"ED" "88" 690 TRUE 14 "E" "D"
"DD" "1" 463 TRUE 14 "D" "D"
"DD" "4" 437 TRUE 14 "D" "D"
"DE" "3" 508 TRUE 14 "D" "E"
"ED" "7" 525 TRUE 14 "E" "D"
"EE" "20" 581 TRUE 14 "E" "E"
"EE" "7" 668 TRUE 14 "E" "E"
"EE" "10" 484 TRUE 14 "E" "E"
"ED" "91" 524 TRUE 14 "E" "D"
"EE" "17" 662 TRUE 14 "E" "E"
"ED" "83" 561 TRUE 14 "E" "D"
"EE" "56" 709 FALSE 14 "E" "E"
"EE" "57" 773 FALSE 14 "E" "E"
"ED" "90" 692 TRUE 14 "E" "D"
"DD" "18" 542 TRUE 14 "D" "D"
"EE" "46" 699 TRUE 14 "E" "E"
"DE" "66" 755 TRUE 14 "D" "E"
"EE" "4" 424 TRUE 14 "E" "E"
"ED" "14" 522 TRUE 14 "E" "D"
"ED" "94" 548 TRUE 14 "E" "D"
"EE" "3" 462 TRUE 14 "E" "E"
"DE" "1" 747 TRUE 14 "D" "E"
"ED" "87" 634 TRUE 14 "E" "D"
"EE" "53" 733 TRUE 14 "E" "E"
"EE" "49" 580 TRUE 14 "E" "E"
"ED" "11" 503 TRUE 14 "E" "D"
"DD" "20" 476 TRUE 14 "D" "D"
"ED" "99" 659 TRUE 14 "E" "D"
"DD" "24" 724 TRUE 14 "D" "D"
"ED" "5" 582 TRUE 14 "E" "D"
"DE" "72" 683 TRUE 14 "D" "E"
"DE" "68" 564 TRUE 14 "D" "E"
"DE" "7" 551 TRUE 14 "D" "E"
"DE" "71" 556 TRUE 14 "D" "E"
"ED" "3" 527 TRUE 14 "E" "D"
"EE" "58" 993 TRUE 14 "E" "E"
"DD" "10" 503 TRUE 14 "D" "D"
"ED" "98" 753 TRUE 14 "E" "D"
"ED" "84" 780 TRUE 14 "E" "D"
"ED" "89" 642 TRUE 14 "E" "D"
"DE" "8" 549 TRUE 14 "D" "E"
"EE" "2" 659 TRUE 14 "E" "E"
"DD" "26" 635 TRUE 14 "D" "D"
"DD" "2" 550 TRUE 14 "D" "D"
"DD" "39" 627 TRUE 14 "D" "D"
"EE" "13" 667 TRUE 14 "E" "E"
"EE" "41" 842 TRUE 14 "E" "E"
"DD" "3" 468 TRUE 14 "D" "D"
"DD" "37" 593 TRUE 14 "D" "D"
"DD" "9" 534 TRUE 14 "D" "D"
"DD" "31" 530 TRUE 14 "D" "D"
"EE" "50" 1000 FALSE 14 "E" "E"
"ED" "6" 650 TRUE 14 "E" "D"
"DD" "23" 708 TRUE 14 "D" "D"
"DE" "77" 708 TRUE 14 "D" "E"
"DD" "35" 686 TRUE 14 "D" "D"
"DD" "21" 684 TRUE 14 "D" "D"
"DE" "20" 694 TRUE 14 "D" "E"
"DD" "32" 644 TRUE 14 "D" "D"
"DD" "12" 543 TRUE 14 "D" "D"
"EE" "1" 603 TRUE 14 "E" "E"
"DD" "8" 590 TRUE 14 "D" "D"
"ED" "10" 539 TRUE 14 "E" "D"
"DE" "75" 651 TRUE 14 "D" "E"
"DE" "12" 599 TRUE 14 "D" "E"
"EE" "11" 548 TRUE 14 "E" "E"
"ED" "85" 747 TRUE 14 "E" "D"
"EE" "12" 589 TRUE 14 "E" "E"
"DE" "11" 509 TRUE 14 "D" "E"
"ED" "13" 581 TRUE 14 "E" "D"
"DE" "79" 643 TRUE 14 "D" "E"
"ED" "1" 667 TRUE 14 "E" "D"
"EE" "54" 827 TRUE 14 "E" "E"
"DE" "17" 733 TRUE 14 "D" "E"
"ED" "93" 593 TRUE 14 "E" "D"
"EE" "59" 707 TRUE 14 "E" "E"
"ED" "15" 487 TRUE 14 "E" "D"
"ED" "8" 652 TRUE 14 "E" "D"
"EE" "55" 753 TRUE 15 "E" "E"
"DE" "75" 735 TRUE 15 "D" "E"
"DE" "3" 613 TRUE 15 "D" "E"
"DE" "15" 698 TRUE 15 "D" "E"
"ED" "90" 752 TRUE 15 "E" "D"
"EE" "50" 649 TRUE 15 "E" "E"
"DD" "1" 456 TRUE 15 "D" "D"
"DD" "22" 693 TRUE 15 "D" "D"
"DE" "4" 639 TRUE 15 "D" "E"
"DE" "73" 621 TRUE 15 "D" "E"
"DE" "1" 786 TRUE 15 "D" "E"
"ED" "89" 557 TRUE 15 "E" "D"
"DD" "25" 619 TRUE 15 "D" "D"
"DE" "79" 560 TRUE 15 "D" "E"
"DE" "63" 800 TRUE 15 "D" "E"
"ED" "14" 830 TRUE 15 "E" "D"
"DD" "5" 484 TRUE 15 "D" "D"
"DD" "7" 448 TRUE 15 "D" "D"
"DE" "6" 529 FALSE 15 "D" "E"
"ED" "15" 471 TRUE 15 "E" "D"
"ED" "88" 614 TRUE 15 "E" "D"
"EE" "53" 698 TRUE 15 "E" "E"
"ED" "82" 693 TRUE 15 "E" "D"
"DE" "13" 523 TRUE 15 "D" "E"
"DD" "29" 539 TRUE 15 "D" "D"
"EE" "13" 446 TRUE 15 "E" "E"
"ED" "100" 582 TRUE 15 "E" "D"
"DD" "3" 404 TRUE 15 "D" "D"
"ED" "5" 539 TRUE 15 "E" "D"
"ED" "16" 511 TRUE 15 "E" "D"
"DE" "17" 595 TRUE 15 "D" "E"
"EE" "2" 534 TRUE 15 "E" "E"
"DD" "28" 595 TRUE 15 "D" "D"
"ED" "8" 476 TRUE 15 "E" "D"
"DE" "80" 647 TRUE 15 "D" "E"
"DD" "16" 393 TRUE 15 "D" "D"
"EE" "19" 417 TRUE 15 "E" "E"
"EE" "18" 506 TRUE 15 "E" "E"
"DE" "11" 485 TRUE 15 "D" "E"
"DE" "16" 613 TRUE 15 "D" "E"
"ED" "81" 672 TRUE 15 "E" "D"
"DE" "19" 570 TRUE 15 "D" "E"
"EE" "47" 604 TRUE 15 "E" "E"
"DE" "18" 409 TRUE 15 "D" "E"
"ED" "96" 546 TRUE 15 "E" "D"
"DE" "8" 646 TRUE 15 "D" "E"
"ED" "17" 570 TRUE 15 "E" "D"
"DE" "64" 681 TRUE 15 "D" "E"
"ED" "98" 527 FALSE 15 "E" "D"
"DD" "40" 783 TRUE 15 "D" "D"
"ED" "10" 566 TRUE 15 "E" "D"
"EE" "12" 459 TRUE 15 "E" "E"
"DE" "76" 621 TRUE 15 "D" "E"
"DE" "74" 659 TRUE 15 "D" "E"
"DD" "21" 550 TRUE 15 "D" "D"
"DD" "32" 668 TRUE 15 "D" "D"
"EE" "1" 409 TRUE 15 "E" "E"
"ED" "3" 393 TRUE 15 "E" "D"
"DE" "71" 622 TRUE 15 "D" "E"
"DD" "24" 663 TRUE 15 "D" "D"
"DE" "5" 465 TRUE 15 "D" "E"
"DE" "12" 382 TRUE 15 "D" "E"
"EE" "51" 740 TRUE 15 "E" "E"
"ED" "84" 444 FALSE 15 "E" "D"
"DD" "30" 577 TRUE 15 "D" "D"
"DD" "27" 496 TRUE 15 "D" "D"
"DE" "9" 541 TRUE 15 "D" "E"
"EE" "56" 640 TRUE 15 "E" "E"
"DD" "13" 420 TRUE 15 "D" "D"
"ED" "20" 459 TRUE 15 "E" "D"
"DD" "9" 430 TRUE 15 "D" "D"
"DD" "39" 580 TRUE 15 "D" "D"
"EE" "15" 412 TRUE 15 "E" "E"
"EE" "42" 539 TRUE 15 "E" "E"
"DD" "4" 383 TRUE 15 "D" "D"
"ED" "87" 508 TRUE 15 "E" "D"
"DD" "33" 538 TRUE 15 "D" "D"
"EE" "54" 568 TRUE 15 "E" "E"
"DD" "8" 392 TRUE 15 "D" "D"
"EE" "7" 462 TRUE 15 "E" "E"
"ED" "86" 664 TRUE 15 "E" "D"
